# Index, Timestamp, Amplitude, Horizontal Position, Vertical Position, Horizontal Waist, Vertical Waist, Distance to Rererence Beam
1.0000000e+00 6.2256300e+02 6.8885802e+08 5.4637073e+02 4.6291160e+02 1.1414184e+02 1.1884947e+02
